date,type,reg,operator,location,fatalities,damage_level
23-11-2019,Boeing 737-800,others,others,NÃ¼rnberg Airport (NUE/EDDN),0,Low
23-11-2019,Beechcraft B200 King Air,(XB-PYB),private,Saint-Jean du Sud,0,High
24-11-2019,Dornier 228-201,9S-GNH,Busy Bee Congo,1 km S of Goma Airport (GOM),27,High
25-11-2019,de Havilland Canada DHC-8-311 Dash 8,9J-PZB,Proflight Air Services,near Lusaka,0,Medium
25-11-2019,McDonnell Douglas MD-88,N975DL,Delta Air Lines,Atlanta Hartsfield - Jackson (ATL / KATL),0,Medium
26-11-2019,Cessna 208B Grand Caravan,others,Tropicair,Gasmata,0,Low
01-12-2019,British Aerospace BAe-125-700A,N949CL,private,"near El Picudo, San Andrés",0,High
01-12-2019,Beechcraft B99 Airliner,C6-FER,Flamingo Air Charter,Black Point Airstrip (MYEB),0,Medium
02-12-2019,British Aerospace BAe-125-700A,false reg.,private,near San Andrés Villa Seca,0,High
03-12-2019,British Aerospace BAe-125-800A,N469RJ,Business Jet Managers Inc,"Detroit-Coleman A. Young International Airport, MI (DET)",0,Medium
03-12-2019,Basler BT-67 Turbo 67 (DC-3T),C-FKAL,North Star Air,"0,5 km SW of Sachigo Lake Airport, ON (ZPB)",0,Medium
04-12-2019,Beechcraft 200 Super King Air,others,private,"Sayaxché, Petén",2,High
06-12-2019,British Aerospace BAe-125-800A,(N293WB),private,"0,4 km NW of Chan Chen, Corozal",0,High
09-12-2019,Lockheed C-130H Hercules,990,Fuerza Aérea de Chile,520 km NW off King George Island,38,High
09-12-2019,Cessna 208B Super Cargomaster,N4602B,Martinaire,"ca 11 km NE of Victoria Regional Airport, TX (VCT)",1,High
10-12-2019,de Havilland Canada DHC-8-402Q Dash 8,ET-AQC,Ethiopian Airlines,Juba Airport (JUB),0,Medium
15-12-2019,Airbus A330-202,VH-EBC,Qantas,"69 km south east Bathurst, NSW",0,Low
15-12-2019,Embraer EMB-145LR,N648AE,"Piedmont Airlines, opf American Eagle","Philadelphia, Pennsylvania",0,Low
15-12-2019,Grumman American G-1159 Gulfstream IISP,(XB-BZH),private,Quiché,0,High
16-12-2019,Embraer ERJ-140LR,N805AE,"Envoy Air, opf American Eagle","Alexandria, Louisiana",0,Low
16-12-2019,Airbus A330-243,EC-LQO,Air Europa,near Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD),0,Low
16-12-2019,Beechcraft 200 Super King Air,others,private,Sarteneja airstrip,0,High
17-12-2019,Beechcraft B300 King Air 350,N160RW,Ritch Air LLC,"Visalia Airport, CA (VIS)",0,Medium
18-12-2019,Embraer ERJ-190AR,N959UW,American Airlines,"Disputanta, Virginia",0,Low
18-12-2019,Beechcraft 200 Super King Air,N72MM,WL Aviation LLC,"Fresno Yosemite International Airport, CA (FAT)",0,Medium
18-12-2019,Cessna 525A CitationJet CJ2,C-GOJG,C-GHGR Holdings,"near Scottsbluff, NE",0,Medium
18-12-2019,Beechcraft 200 Super King Air,others,private,"El Chico, Retalhuleu",0,High
19-12-2019,Boeing 737-924ER (WL),N68802,United Airlines,"Chicago-O'Hare International Airport, IL (ORD/KORD)",0,Low
19-12-2019,Beechcraft A100 King Air,YV1104,Representaciones Aero3,near Charallave-Ã“scar Machado Zuloaga Airport,9,High
21-12-2019,Boeing 737-7BD (WL),N7739A,Southwest Airlines,"near Kansas City International Airport, MO (MCI)",0,Medium
22-12-2019,Boeing 737-824 (WL),N87513,United Airlines,"Denver International Airport, CO (DEN/KDEN)",0,Medium
24-12-2019,Cessna 208B Grand Caravan,XA-TWN,Calafia Airlines,near Tastiota,2,High
25-12-2019,Airbus A320-232 (WL),B-50001,Tigerair Taiwan,100 km NNE of Miyazaki Airport,0,Low
27-12-2019,Cirrus SF50 Vision Jet,N52CV,private,"Santa Monica Airport, CA (SMO)",0,Medium
27-12-2019,Fokker 100,UP-F1007,Bek Air,near Almaty Airport (ALA),12,High
28-12-2019,Let L-410UVP-E,9S-GDX,Air Fast Congo,Kamina Airport (KMN),0,Medium
29-12-2019,Cessna 560XL Citation XLS,LV-FQD,Sunny Sky,"6 km from Otamendi, BA",0,Medium
01-01-2018,Airbus A319-111,G-EZII,Easyjet,80 nm NE of Barcelona Airport (LEBL),0,Low
03-01-2018,Airbus A319-131,G-DBCA,British Airways,near Verona Villafranca,0,Low
04-01-2018,Gulfstream G150,OE-GKA,Private Airlines Germany,KittilÃ¤ Airport (KTT),1,Medium
05-01-2018,Boeing 737-8FH (WL),C-FPRP,Sunwing Airlines,"Toronto-Pearson International Airport, ON (YYZ)",0,Medium
05-01-2018,Boeing 737-8CT (WL),C-FDMB,WestJet,"Torontoâ€“Lester B. Pearson International Airport, Ontario (YYZ)",0,Medium
06-01-2018,Boeing 777-369ER,9K-AOC,Kuwait Airways,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",0,Medium
06-01-2018,Antonov An-2TP,YV1944,Unknown,La Paragua Airport,0,High
07-01-2018,Cessna 208B Grand Caravan,5Y-FDC,Unknown,Akobo Airport (HSAK),1,High
09-01-2018,Embraer EMB-110P1 Bandeirante,C6-MIC,Pineapple Air,Governor's Harbour Airport (GHB),0,Medium
10-01-2018,de Havilland Canada DHC-8-402Q Dash 8,SP-EQG,LOT Polskie Linie Lotnicze,Warszawa-Frédéric Chopin Airport (WAW/EPWA),0,Medium
10-01-2018,Gulfstream G200,RP-C280,Air Taxi PH,Legazpi-Bicol International Airport (LGP),0,Medium
10-01-2018,Fairchild SA227-AT Merlin IVC,N561UP,Ameriflight,"Rock Springs-Sweetwater County Airport, WY (RKS)",0,Medium
13-01-2018,Boeing 737-82R (WL),TC-CPF,Pegasus Airlines,Trabzon Airport (TZX),0,Medium
15-01-2018,Airbus A319-111,5A-ONC,Afriqiyah Airways,Tripoli-Mitiga International Airport (MJI),0,Medium
16-01-2018,Antonov An-2,others,Kazakhstan Air Defence Force,near Zhetygen Air Base,0,High
16-01-2018,British Aerospace BAe-748-347 Srs. 2A,S2-AAX,Bismillah Airlines,Jessore Airport (JSR),0,Medium
17-01-2018,Embraer ERJ-190AR,5H-FJI,Fastjet,"Mwanza International Airport (HTMW), Mwanza",1,Low
17-01-2018,IPTN/CASA CN-235M-100,98-148,TÃ¼rk Hava Kuvvetleri (Turkish Air Force),"Hodulluca Mevkii, YalvaÃ§ district",3,High
18-01-2018,Convair CV-580F,XA-TRB,Air Tribe,"Brownsville-South Padre Island International Airport, TX (BRO)",0,Medium
20-01-2018,Let L-410UVP,UR-VTV,Galeyr Airline,Mogadishu Aden Adde International Airport (MGQ),0,Medium
25-01-2018,Airbus A320,others,Unknown,Berlin-SchÃ¶nefeld Airport (SXF/EDDB),0,Medium
25-01-2018,Gulfstream G200,5N-BTF,Nestoil,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),0,Medium
29-01-2018,Shaanxi Y-8GX-3,30513,People's Liberation Army - Air Force - PLAAF,"Zhengchang, Suiyang County, Guizhou Province",12,High
01-02-2018,Airbus A330-202,VH-...,Qantas,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)",0,Low
04-02-2018,Raytheon Beechjet 400A,N570TM,"Travel Management, Inc","Cleveland-Burke Lakefront Airport, OH (BKL)",0,Medium
10-02-2018,Boeing 737-8AS (WL),EI-EKI,Ryanair,Canaries airspace,0,Low
11-02-2018,Antonov An-148-100B,RA-61704,Saratov Airlines,"near Stepanovskoye, Ramenskoye district",71,High
13-02-2018,Airbus A330-223,N858NW,Delta Air Lines,Lagos-Murtala Muhammed International Airport (LOS/DNMM),0,Low
16-02-2018,Fokker 100,EP-FQF,Qeshm Air,Mashhad Airport (MHD),0,Medium
18-02-2018,ATR 72-212,EP-ATS,Iran Aseman Airlines,15 km NE of Yasuj Airport (YES),66,High
20-02-2018,McDonnell Douglas MD-83,5N-SRI,Dana Air,Port Harcourt Airport (PHC),0,Medium
21-02-2018,Cessna 208B Grand Caravan,G-BZAH,Army Parachute Association,Netheravon Airport (EGDN),0,Low
23-02-2018,Beechcraft B100 King Air,C-GIAE,Island Express Air,"Abbotsford Airport, BC (YXX/CYXX)",0,Medium
24-02-2018,Airbus A330-323,N817NW,Delta Air Lines,"Minneapolis, Minnesota",0,Low
26-02-2018,Beechcraft A100 King Air,C-GJXF,Strait Air,"Havre-Saint-Pierre Airport, QC (YGV)",0,Medium
28-02-2018,Airbus A320-214,ES-SAN,SmartLynx Airlines Estonia,Tallinn-Lennart Meri Airport (TLL),0,Medium
01-03-2018,Beechcraft 200 Super King Air,YV1909,Unknown,Charallave-Ã“scar Machado Zuloaga Airport (SVCS),0,Medium
04-03-2018,Boeing 737-322 (SF),9S-ASG,Serve Air,Lubumbashi International Airport (FBM),0,Medium
06-03-2018,Antonov An-26,RF-92955/52,Russian Air Force,"0,5 km from Latakia-Khmeimim Air Base (LTK)",39,High
10-03-2018,Learjet 31,N500MP,N500MP LLC,"Mount Pleasant Municipal Airport, MI (KMOP)",0,Medium
11-03-2018,Bombardier CL-600-2B16 Challenger 604,TC-TRB,MC Aviation,130 km SW of Shahr-e Kurd,11,High
12-03-2018,de Havilland Canada DHC-8-402Q Dash 8,S2-AGU,US-Bangla Airlines,Kathmandu-Tribhuvan Airport (KTM),51,High
14-03-2018,Boeing 777-31HER,A6-EGU,Emirates,Entebbe Airport (EBB/HUEN),1,Low
15-03-2018,Cessna 208 Caravan I,VH-PGA,West Coast Air Services,"Talbot Bay, WA",0,High
15-03-2018,Beechcraft B200 Super King Air,YV3284 ?,Unknown,"near Blue Creek, Orange Walk Town",0,High
16-03-2018,Beechcraft C99 Commuter,N213AV,Ameriflight,"Hastings Airport, NE (HSI)",0,Medium
17-03-2018,Canadair CL-600-2B19 Regional Jet CRJ-200ER,C-FDJA,"Air Canada Express, opb Jazz Aviation","Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",0,Medium
20-03-2018,de Havilland Canada DHC-6 Twin Otter 300,N716JP,Bald Mountain Air Services,"225 km N of Deadhorse, AK",0,Medium
21-03-2018,Gulfstream V,N90JE,Peyton Holdings LLC,"Miami, Florida",0,Low
22-03-2018,Airbus A320-232,VH-...,others,"near Cairns, QLD",0,Low
23-03-2018,Boeing 737-8K5 (WL),OK-TVP,"SmartWings, opf Israir",Budapest Ferenc Liszt International Airport (BUD/LHBP),0,Low
26-03-2018,CASA C-212 Aviocar 200,N107BH,Bighorn Airways,"Sheridan Airport, WY (SHR)",0,Medium
27-03-2018,Airbus A319-111,G-EZMK,easyJet,Murcia-San Javier Airport (MJV),0,Medium
28-03-2018,Boeing 767-3Q8ER,4X-EAK,El Al Israel Airlines,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),0,Medium
28-03-2018,Boeing 737-76J (WL),D-ABLB,Germania,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),0,Medium
29-03-2018,Beechcraft 99 Airliner,N31TN,Lake Clark Air,"Pilot Point Airport, AK (PIP)",0,Medium
29-03-2018,ATR 42-500,XA-UAV,Aeromar,Mexico City-Benito Juárez International Airport (MEX),0,Medium
29-03-2018,ATR 72-600 (72-212A),XA-UYY,Aeromar,Mexico City-Benito Juárez International Airport (MEX),0,Medium
29-03-2018,Fairchild SA227-DC Metro 23,CP-2459,Línea Aérea Amaszonas,Riberalta-Capitán Av. Selin Zeitun Lopez Airport (RIB),0,Medium
30-03-2018,Antonov An-12BK,UR-KDM,Cavok Air,Gao Airport (GAQ),0,Medium
30-03-2018,Cessna 650 Citation III,N126MT,2M Leasing LLC,"Orlando-Central Florida Regional Airport, FL (SFB)",0,Medium
31-03-2018,Cessna 208B Grand Caravan,N9339B,Skydive the Ranch,"near Gardiner Airport, NY",0,Medium
02-04-2018,Cessna 525C Citation CJ4,N511AC,Avis Industrial Corporation,"Marion Municipal Airport, IN (MZZ)",2,Medium
04-04-2018,Dassault Falcon 2000EX,XA-CDT,Unknown,"Houston-William P. Hobby Airport, TX (HOU)",0,High
04-04-2018,Learjet 60,N759SH,Henning Aviation LLC,"Houston-William P. Hobby Airport, TX (HOU)",0,High
04-04-2018,Cessna 560XL Citation Excel,N900WL,MTC Enterprises LLC,"Houston-William P. Hobby Airport, TX (HOU)",0,High
04-04-2018,Learjet 40XR,N626FX,Union Gas Air Ventures I LLC,"Houston-William P. Hobby Airport, TX (HOU)",0,High
04-04-2018,Learjet 45XR,N618CW,ERG Holdings LLC,"Houston-William P. Hobby Airport, TX (HOU)",0,High
09-04-2018,Beechcraft 200 Super King Air,LN-NOA,Airwing,Stavanger-Sola Airport (SVG),0,Medium
09-04-2018,Boeing 737-9B5,HL7725,Korean Air,Osaka-Kansai International Airport (KIX),0,Medium
11-04-2018,Cessna 208B Grand Caravan,N814GV,"Hageland Aviation Services, opf Ravn Connect","3,2 km N of Atqasuk Airport, AK (ATK)",0,Medium
11-04-2018,Ilyushin Il-76TD,7T-WIV,Al Quwwat al-Jawwiya al-Jaza'eriya,near Boufarik Air Base,257,High
12-04-2018,Cessna 208B Grand Caravan,5Y-SAV,Penial Air,"El Barde, Somalia - Wajir, Kenya",0,Medium
13-04-2018,Lockheed P-3C Orion,158567,United States Navy,"near Omaha, NE",0,High
14-04-2018,Antonov An-74-200,EK-74036,Ayk Avia,Akola village,0,Medium
15-04-2018,Saab 340B,C-GTWK,Transwest Air,"Prince Albert Airport, SK (YPA)",0,Medium
15-04-2018,de Havilland Canada DHC-6 Twin Otter 100,C-FSCA,Transwest Air,"Prince Albert Airport, SK (YPA)",0,Medium
15-04-2018,Bombardier CL-600-2B16 Challenger 605,C-FXWT,Morningstar Partners Ltd.,"Winnipeg-James Armstrong Richardson International Airport, MB (YWG)",0,Medium
15-04-2018,Cessna 550 Citation Bravo,N4AT,Private,"Winnipeg-James Armstrong Richardson International Airport, MB (YWG)",0,Medium
15-04-2018,Cessna 525 CitationJet,N525P,private,"NW of Crozet, VA",1,High
15-04-2018,Airbus A321-213,B-6555,Air China,Zhengzhou-Xinzheng International Airport (CGO),0,Low
16-04-2018,Cessna 525 CitationJet CJ1,D-ISWA,Herbert Waldmann Lichttechnik GmbH & Co. KG,Le Touquet Airport (LTQ),0,Medium
17-04-2018,de Havilland Canada DHC-8-402Q Dash 8,G-JECX,Flybe,Newquay-Cornwall Airport (NQY),0,Medium
17-04-2018,Boeing 737-7H4 (WL),N772SW,Southwest Airlines,"105 km NW of Philadelphia, PA",1,Medium
18-04-2018,Airbus A330-323,N806NW,Delta Air Lines,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",0,Medium
20-04-2018,McDonnell Douglas MD-83,N807WA,World Atlantic Airlines,"Alexandria International Airport, LA (AEX)",0,Medium
23-04-2018,Antonov An-2R,HA-MBJ,SZEMP Air Kft.,Eperjes area,0,Medium
29-04-2018,Beechcraft 1900C,N172GA,Alpine Aviation,"Sioux Falls Regional Airport (Jo Foss Field), SD (FSD)",0,Medium
29-04-2018,Lockheed L-100-30 Hercules,111,Libyan Air Force,2 km from Sharara Airstrip,3,High
29-04-2018,Boeing 737-8GP (WL),PK-LOO,Lion Air,Gorontalo-Jalaluddin Airport (GTO),0,Medium
30-04-2018,Boeing 737-8AS (WL),EI-GDZ,Ryanair,London-Stansted Airport (STN),0,Medium
01-05-2018,Boeing 767-332ER (WL),N172DN,Delta Air Lines,"New York-John F. Kennedy International Airport, NY (JFK)",0,Low
01-05-2018,Bombardier CRJ-900LR,N606LR,"Delta Connection, opb Endeavor Air","New York-John F. Kennedy International Airport, NY (JFK)",0,Medium
02-05-2018,Boeing 737-8K5 (WL),OO-JAY,TUI fly Belgium,Marrakech-Menara Airport (RAK),0,Medium
02-05-2018,Beechcraft C99 Commuter,PNC0203,Servicio Aéreo de Policia,near Ibagué,4,High
02-05-2018,Lockheed WC-130H Hercules,65-0968,United States Air Force - USAF,"ca 2 km NE of Savannah/Hilton Head International Airport, GA (SAV)",9,High
03-05-2018,Dassault Falcon 900EX,ZS-DEX,Blueport Trade 121 (Pty) Ltd.,Johannesburg/Germiston-Rand Airport (QRA),0,Medium
04-05-2018,Cessna 525C Citation CJ4,EC-MOQ,Aluminios Cortizo,Santiago de Compostela Airport (SCQ),0,Medium
05-05-2018,Embraer KC-390,PT-ZNF,Embraer,"GaviÃ£o Peixoto-Embraer Unidade Airport, SP (SBGP)",0,Medium
07-05-2018,Boeing 737-8H4 (WL),N8655D,Southwest Airlines,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",0,Medium
12-05-2018,Boeing 737-8BK (WL),P2-PXE,Air Niugini,Port Moresby-Jacksons International Airport (POM),0,Medium
12-05-2018,Lockheed L-100-30 Hercules,N403LC,"Lynden Air Cargo, opf PNG Air",Port Moresby-Jacksons International Airport (POM),0,Medium
13-05-2018,Cessna 208B Grand Caravan,G-KNYS,"Irish Parachute Club, lsf Parachuting Caravan Leasing","4,6 km NW of Clonbullogue Aerodrome",2,High
13-05-2018,Airbus A330-323,HL7792,Asiana Airlines,Istanbul-AtatÃ¼rk International Airport (IST),0,Medium
13-05-2018,Airbus A321-231,TC-JMM,THY Turkish Airlines,Istanbul-AtatÃ¼rk International Airport (IST),0,Medium
15-05-2018,Cessna 208B Grand Caravan,others,private,near Tuzantán,2,High
16-05-2018,Cessna 208B Grand Caravan,9N-AJU,Makalu Air,Bahun Khark,2,High
18-05-2018,Boeing 737-201 Advanced,XA-UHZ,"Cubana de Aviación, lsf Global Air",1 km E of Havana-José Martí International Airport (HAV/MUHA),112,High
20-05-2018,Gulfstream G200 Galaxy,B-8129,Star Jet,Yangzhou Taizhou International Airport (YTY),0,Medium
21-05-2018,Airbus A330-243,TC-OCH,"Saudi Arabian Airlines, lsf Onur Air",Jeddah-King Abdulaziz International Airport (JED),0,Medium
22-05-2018,Gulfstream G200 Galaxy,N813WM,Silver Air,Tegucigalpa-Toncontin Airport (TGU),0,High
22-05-2018,Cessna 208B Grand Caravan,PT-FLW,Amazonaves Táxi Aéreo,"near Manaus-Aeroclube de Flores Airport, AM",0,High
23-05-2018,Beechcraft 200 Super King Air,N800HA,Titan Drilling,Kolwezi Airport (KWZ),0,Medium
23-05-2018,Beechcraft 200 Super King Air,N905GP,Air Katanga,Kolwezi Airport (KWZ),0,Low
24-05-2018,Fairchild SA227-AC Metro III,XA-UPP,Aeronaves TSM,Saltillo-Plan de Guadalupe International Airport (SLW),0,Medium
30-05-2018,Cessna 208B Grand Caravan,5Y-ETY,Asure Air,4 km from Obo-Mission Airstrip,0,Medium
30-05-2018,Cessna 208B Grand Caravan,5X-MRH,"Air Serv Limited, opf UNHAS",Kamonia Airstrip,0,Medium
03-06-2018,Lockheed C-130H Hercules,7T-WHT,Al Quwwat al-Jawwiya al-Jaza'eriya,near Biskra Airport (BSK),1,High
05-06-2018,Cessna 208B Grand Caravan,5Y-CAC,Fly-SAX,14 km NE of Njabini,10,High
06-06-2018,Antonov An-2R,YR-DAX,Aeroserv,"Baleni, Galati County",0,High
06-06-2018,Cessna 525A CitationJet CJ2+,D-IULI,ProAir,Saint Tropez-La MÃ´le Airport (LTT),0,Medium
09-06-2018,de Havilland Canada DHC-6 Twin Otter 300,9N-AEV,Tara Air,Jumla Airport (JUM),0,Medium
10-06-2018,Boeing 777-223ER,N750AN,American Airlines,"Decatur, Texas",0,Low
10-06-2018,Boeing 737-8AL (WL),N276EA,"Swiftair, opf Smartwings",Heraklion-N. Kazantzakis Airport (HER/LGIR),0,Medium
10-06-2018,Boeing 787-9 Dreamliner,N826AN,American Airlines,near Harbin,0,Low
10-06-2018,de Havilland Canada DHC-8-402Q Dash 8,C-FNEN,WestJet Encore,"SE of Kamloops, BC",0,Low
10-06-2018,Gulfstream G-IV,N450MB,private,Panama City Albrook-Marcos A. Gelabert International Airport (PAC),0,Medium
11-06-2018,Pilatus Britten-Norman BN-2B-26 Islander,VP-FBM,Falkland Islands Government Air Service - FIGAS,Beaver Island Airstrip,0,Medium
11-06-2018,Airbus A340-313,D-AIFA,Lufthansa,Frankfurt International Airport (FRA/EDDF),0,Medium
12-06-2018,Boeing 737-8H4 (WL),N8693A,Southwest Airlines,"Phoenix, Arizona",0,Low
14-06-2018,McDonnell Douglas MD-83,UR-CPR,Bravo Airways,Kyiv-Igor Sikorsky International Airport (IEV),0,Medium
14-06-2018,de Havilland Canada DHC-8-202Q Dash 8,P2-ANX,LinkPNG,Mendi Airport (MDU),0,High
16-06-2018,Embraer ERJ-175LR,N637CZ,"Delta Connection, opb Compass Airlines","Cut Bank, Montana",0,Low
18-06-2018,Cessna 208B Grand Caravan,PK-FSL,Spirit Avia Sentosa,"6,7 km E of Nabire Airport (NBX)",0,Medium
21-06-2018,Embraer ERJ 170LR (ERJ-170-100 LR),N876RW,"Delta Connection, opb Republic Airlines","Columbus-John Glenn International Airport, OH (CMH)",0,Medium
22-06-2018,Boeing 737-8JP (WL),LN-DYE,Norwegian,Alta Airport (ALF/ENAT),0,Low
22-06-2018,de Havilland Canada DHC-6 Twin Otter 300,PK-HVU,Dimonim Air,Kenyam Airstrip,0,Low
24-06-2018,Boeing 777-346,JA8944,Japan Airlines (JAL),over Kurihara City,0,Low
24-06-2018,Let L-410UVP,3X-AAK,Eagle Air (Guinea),"Souguéta, Kindia",4,High
25-06-2018,de Havilland Canada DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,Kenyam Airstrip,0,Low
26-06-2018,Ilyushin Il-76,others,Islamic Republic of Iran Air Force - IRIAF,Damascus International Airport (DAM),0,High
26-06-2018,Learjet 60,N57,Federal Aviation Administration - FAA,"Salt Lake City International Airport, UT (SLC)",0,Medium
26-06-2018,Airbus A330-323,HL8286,Asiana Airlines,Seoul-Gimpo (Kimpo) International Airport (SEL),0,Low
26-06-2018,Boeing 777-2B5ER,HL7764,Korean Air,Seoul-Gimpo (Kimpo) International Airport (SEL),0,Medium
27-06-2018,Antonov An-2R,RA-62524,Feniks,"Nizhneudinsk, Irkutsk region",0,Medium
30-06-2018,Airbus A330-323,N278AY,American Airlines,"120 nm NE of Gander, NL",0,Low
30-06-2018,IRMA/Pilatus Britten-Norman BN-2A-26 Islander,V3-HFB,Maya Island Air,San Pedro Airport (SPR),0,Medium
30-06-2018,Cessna 208 Caravan I,others,others,Illertissen,0,Low
04-07-2018,Cessna 208B Grand Caravan,N208EE,Air Choice One,"Chicago-O'Hare International Airport, IL (ORD/KORD)",0,Medium
05-07-2018,Dornier 228-202,VH-VJN,GAM - General Aviation Maintenance,"Thangool Airport, QLD (THG)",0,Medium
05-07-2018,Cessna 208B Grand Caravan,5Y-BUC,Flex Air Charters,"1,2 km from Padek Airstrip",0,Medium
06-07-2018,ATR 72-600 (72-212A),CS-DJG,"TAP Express, opb White Airways",Fez-Sais Airport (FEZ),0,Medium
09-07-2018,ATR 72-600 (72-212A),CN-COH,RAM Express,"2,6 km N off Al Hoceima-Charif Al Idrissi Airport (AHU)",0,Medium
09-07-2018,de Havilland Canada DHC-3T Texas Turbine Otter,C-GBQC,Ookpik Aviation,"Parker Lake, NU",0,Medium
10-07-2018,de Havilland Canada DHC-3T Vazar Turbine Otter,N3952B,Taquan Air,"Mount Jumbo, Prince of Wales Island, AK",0,Medium
10-07-2018,Convair CV-340,ZS-BRV,Rovos Air,6 km ESE of Pretoria-Wonderboom Airport (PRY),1,High
11-07-2018,Douglas DC-3C,HK-3293,Air Colombia,San Felipe Airport,0,Medium
16-07-2018,Boeing 737-8EH (WL),PR-GGD,Gol Linhas Aéreas,"Belo Horizonte-Tancredo Neves International Airport, MG (CNF)",0,Medium
16-07-2018,Boeing 737-8F2 (WL),LV-HQY,Flybondi,"Cataratas del Iguazú-M.C.E. Krause Airport, MI (IGR)",0,Medium
16-07-2018,Curtiss C-46F-1-CU Commando,N1822M,Everts Air Fuel,"Manley Hot Springs Airport, AK (MLY)",0,Medium
20-07-2018,Boeing 767-3Q8ER,C-FJZK,Air Canada Rouge,"140 nm SSE of Lovelock, NV",0,Low
20-07-2018,Antonov An-26B,UP-AN611,Kazairtrans Airline,50 km from Al Alamain,0,High
21-07-2018,Douglas C-47B (DC-3),N47HL,"Commemorative Air Force, Highland Lakes Squadron","Burnet Municipal Kate Craddock Field, TX",0,High
22-07-2018,Cessna 750 Citation X,N752TX,Textron Inc.,Cork Airport (ORK/EICK),0,Medium
23-07-2018,McDonnell Douglas MD-88,N918DE,Delta Air Lines,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",0,Low
23-07-2018,Airbus A319-114,N328NB,Delta Air Lines,"West Palm Beach, Florida",0,Low
23-07-2018,Cessna 560 Citation Encore,N866VP,OzAir Charter Service,"near Tulsa International Airport, OK (TUL)",0,Medium
26-07-2018,Boeing 757-204,UP-B5705,"Sunday Airlines, opf SCAT Airlines",Almaty Airport (ALA/UAAA),0,Medium
27-07-2018,Boeing 767-38EER,N641GT,Atlas Air,"Portsmouth International Airport at Pease, NH (PSM)",0,Medium
27-07-2018,Antonov An-2R,9S-GFS,Air Kasai,3 km E of Kamako Airstrip,5,High
28-07-2018,IRMA/Britten-Norman BN-2A-27 Islander,YJ-AL2,Air Taxi Vanuatu,Port Vila-Bauerfield Airport (VLI),0,Medium
28-07-2018,Britten-Norman BN-2A-8 Islander,YJ-OO9,Unity Airlines,Port Vila-Bauerfield Airport (VLI),0,High
28-07-2018,ATR 72-500 (72-212A),YJ-AV71,Air Vanuatu,Port Vila-Bauerfield Airport (VLI),0,Medium
30-07-2018,Antonov An-2SX,RA-40649,private,"Evenki district, Krasnoyarsk Krai",0,Medium
31-07-2018,Boeing 757-223,N192AN,American Airlines,"Philadelphia International Airport, PA (PHL/KPHL)",0,Medium
31-07-2018,Embraer ERJ 190AR,XA-GAL,Aeroméxico Connect,Durango-Guadalupe Victoria Airport (DGO),0,High
01-08-2018,Beechcraft B300 King Air 350,N557AP,Atlantic Transportation of Wilmington LLC,"near Wilmington-New Hanover County International Airport, NC (ILM)",0,Medium
03-08-2018,Shijiazhuang Y-5B(D),B-50AA,Heilongjiang Kunpeng General Aviation Co.,32 km E of Tongjiang,0,Medium
04-08-2018,Junkers Ju-52/3mg4e,HB-HOT,Ju-Air,"1,2 km SW of Piz Segnas",20,High
05-08-2018,Airbus A320-200,others,others,Venice-Marco Polo Airport (VCE/LIPZ),0,Low
06-08-2018,Airbus A321-231,PT-MXA,LATAM Airlines Brasil,"Choró, CE",0,Low
07-08-2018,Dassault Falcon 20D,N961AA,Alliance Air Charter,ca 3 km from San Luis Potosí Airport (SLP),0,Medium
07-08-2018,Cessna 208B Grand Caravan,VT-UDN,Supreme Airlines,Lalgarh Airport,0,Medium
09-08-2018,Boeing 777-3F2ER,TC-JJZ,THY Turkish Airlines,Istanbul-AtatÃ¼rk International Airport (IST),0,Medium
09-08-2018,Boeing 787-8 Dreamliner,CN-RGT,Royal Air Maroc - RAM,Istanbul-AtatÃ¼rk International Airport (IST),0,Medium
10-08-2018,de Havilland Canada DHC-8-402Q Dash 8,N449QX,"Horizon Air, opf Alaska Airlines","Ketron Island, WA",1,High
13-08-2018,Airbus A321-271N,N204HA,Hawaiian Airlines,"Los Angeles International Airport, CA (LAX)",0,Medium
13-08-2018,Cessna 525 CitationJet,N526CP,Vancon Holdings,"Payson, UT",1,High
15-08-2018,Boeing 777-367ER,B-KPY,Cathay Pacific Airways,Roma-Fiumicino Airport (FCO),0,Medium
16-08-2018,Boeing 737-85C (WL),B-5498,Xiamen Airlines,Manila-Ninoy Aquino International Airport (MNL),0,Medium
19-08-2018,de Havilland Canada DHC-8-402Q Dash 8,N404AV,LC Perú,Lima-Jorge Chávez International Airport (LIM),0,Medium
19-08-2018,Antonov An-2T,D-FOJB,OstthÃ¼ringer Fallschirmsportclub - OFC,Gera-Leumnitz Airfield (EDAJ),0,Medium
